Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	logOddsScore	FoldChange	BFDR	boosted_by
MyD88	MRP5	MRP5	3	3	3	1	0	0.99	0.99	0.99	0.99	0.99	4.99	30	0	
MyD88	ZC3HD	ZC3HD	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	IFIT1	IFIT1	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	ZC3HF	ZC3HF	12	12	12	1	8	0	0	0	0	0	-11.86	1.5	0.47	
MyD88	SRS11	SRS11	2	2	2	1	1	0.17	0.17	0.17	0.17	0.17	-1.58	2	0.14	
MyD88	PANK4	PANK4	1	1	1	1	2	0	0	0	0	0	-6.53	0.5	0.6	
MyD88	GDIB	GDIB	7	7	7	1	1	0.99	0.99	0.99	0.99	0.99	4.53	7	0	
MyD88	KIF2A	KIF2A	8	8	8	1	0	1	1	1	1	1	13.23	80	0	
MyD88	MSH3	MSH3	22	22	22	1	20	0	0	0	0	0	-39.54	1.1	0.58	
MyD88	SCAM4	SCAM4	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	KIF2C	KIF2C	5	5	5	1	0	1	1	1	1	1	8.41	50	0	
MyD88	DMAP1	DMAP1	2	2	2	1	1	0.17	0.17	0.17	0.17	0.17	-1.58	2	0.14	
MyD88	IMA5	IMA5	2	2	2	1	1	0.17	0.17	0.17	0.17	0.17	-1.58	2	0.14	
MyD88	IMA4	IMA4	13	13	13	1	6	0.02	0.02	0.02	0.02	0.02	-3.74	2.17	0.33	
MyD88	SNX33	SNX33	14	14	14	1	17	0	0	0	0	0	-40.73	0.82	0.6	
MyD88	IMA1	IMA1	29	29	29	1	26	0	0	0	0	0	-50.55	1.12	0.58	
MyD88	IMA3	IMA3	3	3	3	1	1	0.44	0.44	0.44	0.44	0.44	-0.26	3	0.06	
MyD88	HMMR	HMMR	3	3	3	1	0	0.99	0.99	0.99	0.99	0.99	4.99	30	0	
MyD88	IRGQ	IRGQ	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	2AAA	2AAA	24	24	24	1	27	0	0	0	0	0	-61.4	0.89	0.6	
MyD88	PDC6I	PDC6I	54	54	54	1	52	0	0	0	0	0	-105.91	1.04	0.6	
MyD88	PLPP	PLPP	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	PKHA5	PKHA5	11	11	11	1	3	0.96	0.96	0.96	0.96	0.96	3.23	3.67	0	
MyD88	UBP10	UBP10	8	8	8	1	2	0.93	0.93	0.93	0.93	0.93	2.66	4	0.02	
MyD88	RPRD2	RPRD2	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	RAE1L	RAE1L	3	3	3	1	4	0	0	0	0	0	-10.69	0.75	0.6	
MyD88	FTO	FTO	2	2	2	1	2	0	0	0	0	0	-5.1	1	0.6	
MyD88	NNTM	NNTM	17	17	17	1	10	0	0	0	0	0	-11.85	1.7	0.47	
MyD88	TSYL1	TSYL1	7	7	7	1	5	0	0	0	0	0	-8.46	1.4	0.44	
MyD88	PCY1A	PCY1A	3	3	3	1	2	0.03	0.03	0.03	0.03	0.03	-3.65	1.5	0.3	
MyD88	ZC3H1	ZC3H1	12	12	12	1	31	0	0	0	0	0	-99.63	0.39	0.6	
MyD88	UBP15	UBP15	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	ZC3H4	ZC3H4	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	AT1B1	AT1B1	3	3	3	1	3	0	0	0	0	0	-7.18	1	0.6	
MyD88	WDR35	WDR35	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	WDR34	WDR34	4	4	4	1	9	0	0	0	0	0	-28.15	0.44	0.6	
MyD88	WDR37	WDR37	3	3	3	1	3	0	0	0	0	0	-7.18	1	0.6	
MyD88	WDR36	WDR36	4	4	4	1	1	0.72	0.72	0.72	0.72	0.72	0.95	4	0.03	
MyD88	SRP09	SRP09	2	2	2	1	2	0	0	0	0	0	-5.1	1	0.6	
MyD88	PAPS1	PAPS1	17	17	17	1	3	1	1	1	1	1	9.78	5.67	0	
MyD88	UN13B	UN13B	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	GPX8	GPX8	4	4	4	1	3	0	0	0	0	0	-5.73	1.33	0.37	
MyD88	MICA1	MICA1	3	3	3	1	1	0.44	0.44	0.44	0.44	0.44	-0.26	3	0.06	
MyD88	FLNC	FLNC	14	14	14	1	5	0.68	0.68	0.68	0.68	0.68	0.76	2.8	0.04	
MyD88	UN13D	UN13D	11	11	11	1	5	0.05	0.05	0.05	0.05	0.05	-3.04	2.2	0.29	
MyD88	CRIP2	CRIP2	8	8	8	1	6	0	0	0	0	0	-10.52	1.33	0.46	
MyD88	TM165	TM165	6	6	6	1	7	0	0	0	0	0	-16.91	0.86	0.6	
MyD88	NP1L4	NP1L4	13	13	13	1	1	1	1	1	1	1	12.51	13	0	
MyD88	ABCAB	ABCAB	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	NP1L1	NP1L1	14	14	14	1	11	0	0	0	0	0	-19.46	1.27	0.53	
MyD88	EPIPL	EPIPL	134	134	134	1	142	0	0	0	0	0	-307.23	0.94	0.6	
MyD88	SMN	SMN	4	4	4	1	4	0	0	0	0	0	-9.25	1	0.6	
MyD88	XIAP	XIAP	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	DNJC3	DNJC3	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	NR4A2	NR4A2	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	DHSO	DHSO	9	9	9	1	1	1	1	1	1	1	7.12	9	0	
MyD88	DCTN1	DCTN1	29	29	29	1	15	0	0	0	0	0	-12.63	1.93	0.49	
MyD88	KCMF1	KCMF1	6	6	6	1	4	0	0	0	0	0	-6.39	1.5	0.39	
MyD88	FXL12	FXL12	3	3	3	1	1	0.44	0.44	0.44	0.44	0.44	-0.26	3	0.06	
MyD88	FXL15	FXL15	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	FXL18	FXL18	9	9	9	1	9	0	0	0	0	0	-19.62	1	0.6	
MyD88	ASPH	ASPH	27	27	27	1	27	0	0	0	0	0	-56.95	1	0.6	
MyD88	MK67I	MK67I	9	9	9	1	7	0	0	0	0	0	-12.6	1.29	0.48	
MyD88	SUPT3	SUPT3	7	7	7	1	7	0	0	0	0	0	-15.47	1	0.6	
MyD88	RBM10	RBM10	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	HNRPR	HNRPR	3	3	3	1	0	0.99	0.99	0.99	0.99	0.99	4.99	30	0	
MyD88	RBM15	RBM15	2	2	2	1	1	0.17	0.17	0.17	0.17	0.17	-1.58	2	0.14	
MyD88	RBM14	RBM14	6	6	6	1	5	0	0	0	0	0	-9.88	1.2	0.45	
MyD88	PARVB	PARVB	13	13	13	1	11	0	0	0	0	0	-20.88	1.18	0.54	
MyD88	SYWM	SYWM	4	4	4	1	0	1	1	1	1	1	6.73	40	0	
MyD88	PARVA	PARVA	5	5	5	1	6	0	0	0	0	0	-14.84	0.83	0.6	
MyD88	ERD23	ERD23	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	HYCCI	HYCCI	3	3	3	1	1	0.44	0.44	0.44	0.44	0.44	-0.26	3	0.06	
MyD88	TR64C	TR64C	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	DPOA2	DPOA2	6	6	6	1	7	0	0	0	0	0	-16.91	0.86	0.6	
MyD88	RXRA	RXRA	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	SURF4	SURF4	8	8	8	1	12	0	0	0	0	0	-32.15	0.67	0.6	
MyD88	NDUV1	NDUV1	2	2	2	1	2	0	0	0	0	0	-5.1	1	0.6	
MyD88	BPHL	BPHL	1	1	1	1	3	0	0	0	0	0	-10.43	0.33	0.6	
MyD88	CUL5	CUL5	4	4	4	1	0	1	1	1	1	1	6.73	40	0	
MyD88	SEC13	SEC13	6	6	6	1	6	0	0	0	0	0	-13.4	1	0.6	
MyD88	WDR60	WDR60	3	3	3	1	13	0	0	0	0	0	-47.1	0.23	0.6	
MyD88	CMBL	CMBL	7	7	7	1	3	0.16	0.16	0.16	0.16	0.16	-1.65	2.33	0.23	
MyD88	MEPCE	MEPCE	2	2	2	1	2	0	0	0	0	0	-5.1	1	0.6	
MyD88	BORG5	BORG5	2	2	2	1	1	0.17	0.17	0.17	0.17	0.17	-1.58	2	0.14	
MyD88	CE350	CE350	14	14	14	1	22	0	0	0	0	0	-59.54	0.64	0.6	
MyD88	TM189	TM189	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	PLCG1	PLCG1	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	NR4A1	NR4A1	2	2	2	1	3	0	0	0	0	0	-8.61	0.67	0.6	
MyD88	NTH	NTH	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	ABCA2	ABCA2	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	PTPRF	PTPRF	18	18	18	1	19	0	0	0	0	0	-41.8	0.95	0.6	
MyD88	UBP11	UBP11	3	3	3	1	2	0.03	0.03	0.03	0.03	0.03	-3.65	1.5	0.3	
MyD88	RFT1	RFT1	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	UBP13	UBP13	14	14	14	1	5	0.68	0.68	0.68	0.68	0.68	0.76	2.8	0.04	
MyD88	TB182	TB182	23	23	23	1	23	0	0	0	0	0	-48.66	1	0.6	
MyD88	UBP16	UBP16	4	4	4	1	4	0	0	0	0	0	-9.25	1	0.6	
MyD88	IASPP	IASPP	5	5	5	1	1	0.89	0.89	0.89	0.89	0.89	2.06	5	0.02	
MyD88	PA24A	PA24A	16	16	16	1	10	0	0	0	0	0	-13.22	1.6	0.49	
MyD88	DNJC2	DNJC2	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	VAV2	VAV2	13	13	13	1	19	0	0	0	0	0	-49.88	0.68	0.6	
MyD88	PSMD8	PSMD8	6	6	6	1	6	0	0	0	0	0	-13.4	1	0.6	
MyD88	DNJC7	DNJC7	12	12	12	1	9	0	0	0	0	0	-15.32	1.33	0.5	
MyD88	PSMD5	PSMD5	18	18	18	1	19	0	0	0	0	0	-41.8	0.95	0.6	
MyD88	PSMD4	PSMD4	5	5	5	1	5	0	0	0	0	0	-11.32	1	0.6	
MyD88	PSMD7	PSMD7	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	PSMD6	PSMD6	13	13	13	1	9	0	0	0	0	0	-13.92	1.44	0.49	
MyD88	PSMD1	PSMD1	3	3	3	1	4	0	0	0	0	0	-10.69	0.75	0.6	
MyD88	PSMD3	PSMD3	33	33	33	1	28	0	0	0	0	0	-51.84	1.18	0.59	
MyD88	PSMD2	PSMD2	31	31	31	1	20	0	0	0	0	0	-26.9	1.55	0.56	
MyD88	MOB1A	MOB1A	4	4	4	1	3	0	0	0	0	0	-5.73	1.33	0.37	
MyD88	PRC1	PRC1	2	2	2	1	2	0	0	0	0	0	-5.1	1	0.6	
MyD88	CDC20	CDC20	6	6	6	1	4	0	0	0	0	0	-6.39	1.5	0.39	
MyD88	CPSF3	CPSF3	9	9	9	1	8	0	0	0	0	0	-16.1	1.12	0.51	
MyD88	MYOF	MYOF	4	4	4	1	4	0	0	0	0	0	-9.25	1	0.6	
MyD88	CPSF1	CPSF1	3	3	3	1	0	0.99	0.99	0.99	0.99	0.99	4.99	30	0	
MyD88	HSP76	HSP76	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	RPTOR	RPTOR	11	11	11	1	16	0	0	0	0	0	-42.03	0.69	0.6	
MyD88	EPS15	EPS15	2	2	2	1	1	0.17	0.17	0.17	0.17	0.17	-1.58	2	0.14	
MyD88	MFTC	MFTC	5	5	5	1	6	0	0	0	0	0	-14.84	0.83	0.6	
MyD88	CPSF4	CPSF4	8	8	8	1	4	0.03	0.03	0.03	0.03	0.03	-3.66	2	0.33	
MyD88	RT63	RT63	5	5	5	1	5	0	0	0	0	0	-11.32	1	0.6	
MyD88	CPSF2	CPSF2	13	13	13	1	9	0	0	0	0	0	-13.92	1.44	0.49	
MyD88	U520	U520	148	148	148	1	147	0	0	0	0	0	-304.38	1.01	0.6	
MyD88	CNOT9	CNOT9	3	3	3	1	5	0	0	0	0	0	-14.42	0.6	0.6	
MyD88	CNOT8	CNOT8	4	4	4	1	1	0.72	0.72	0.72	0.72	0.72	0.95	4	0.03	
MyD88	DJC16	DJC16	2	2	2	1	4	0	0	0	0	0	-12.4	0.5	0.6	
MyD88	OR3A2	OR3A2	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	ILVBL	ILVBL	18	18	18	1	18	0	0	0	0	0	-38.29	1	0.6	
MyD88	CNOT2	CNOT2	2	2	2	1	1	0.17	0.17	0.17	0.17	0.17	-1.58	2	0.14	
MyD88	CNOT1	CNOT1	41	41	41	1	42	0	0	0	0	0	-89.51	0.98	0.6	
MyD88	CNOT7	CNOT7	5	5	5	1	2	0.28	0.28	0.28	0.28	0.28	-0.95	2.5	0.12	
MyD88	APOL2	APOL2	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	RT15	RT15	9	9	9	1	17	0	0	0	0	0	-49.66	0.53	0.6	
MyD88	RB3GP	RB3GP	17	17	17	1	15	0	0	0	0	0	-29.18	1.13	0.56	
MyD88	CYR61	CYR61	7	7	7	1	7	0	0	0	0	0	-15.47	1	0.6	
MyD88	RTN4	RTN4	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	C19L1	C19L1	5	5	5	1	0	1	1	1	1	1	8.41	50	0	
MyD88	C19L2	C19L2	11	11	11	1	22	0	0	0	0	0	-65.41	0.5	0.6	
MyD88	HGS	HGS	11	11	11	1	3	0.96	0.96	0.96	0.96	0.96	3.23	3.67	0	
MyD88	RTN3	RTN3	3	3	3	1	3	0	0	0	0	0	-7.18	1	0.6	
MyD88	RRN3	RRN3	5	5	5	1	4	0	0	0	0	0	-7.8	1.25	0.42	
MyD88	ABR	ABR	20	20	20	1	25	0	0	0	0	0	-60.44	0.8	0.6	
MyD88	MA7D1	MA7D1	3	3	3	1	2	0.03	0.03	0.03	0.03	0.03	-3.65	1.5	0.3	
MyD88	MA7D3	MA7D3	3	3	3	1	0	0.99	0.99	0.99	0.99	0.99	4.99	30	0	
MyD88	APC1	APC1	25	25	25	1	25	0	0	0	0	0	-52.8	1	0.6	
MyD88	APC7	APC7	10	10	10	1	12	0	0	0	0	0	-28.81	0.83	0.6	
MyD88	APC5	APC5	15	15	15	1	15	0	0	0	0	0	-32.06	1	0.6	
MyD88	IPO13	IPO13	2	2	2	1	3	0	0	0	0	0	-8.61	0.67	0.6	
MyD88	LRWD1	LRWD1	2	2	2	1	3	0	0	0	0	0	-8.61	0.67	0.6	
MyD88	CTNA2	CTNA2	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	CTNA1	CTNA1	10	10	10	1	7	0	0	0	0	0	-11.19	1.43	0.47	
MyD88	SLU7	SLU7	3	3	3	1	5	0	0	0	0	0	-14.42	0.6	0.6	
MyD88	RM14	RM14	3	3	3	1	3	0	0	0	0	0	-7.18	1	0.6	
MyD88	MBD4	MBD4	1	1	1	1	2	0	0	0	0	0	-6.53	0.5	0.6	
MyD88	RM16	RM16	8	8	8	1	5	0	0	0	0	0	-7.06	1.6	0.41	
MyD88	RM10	RM10	2	2	2	1	2	0	0	0	0	0	-5.1	1	0.6	
MyD88	MBD3	MBD3	8	8	8	1	7	0	0	0	0	0	-14.02	1.14	0.49	
MyD88	RM13	RM13	6	6	6	1	6	0	0	0	0	0	-13.4	1	0.6	
MyD88	ATLA3	ATLA3	24	24	24	1	29	0	0	0	0	0	-68.68	0.83	0.6	
MyD88	ATLA2	ATLA2	12	12	12	1	4	0.81	0.81	0.81	0.81	0.81	1.42	3	0.03	
MyD88	NFAC4	NFAC4	3	3	3	1	0	0.99	0.99	0.99	0.99	0.99	4.99	30	0	
MyD88	H2A2C	H2A2C	6	6	6	1	11	0	0	0	0	0	-32.01	0.55	0.6	
MyD88	MPC2	MPC2	5	5	5	1	4	0	0	0	0	0	-7.8	1.25	0.42	
MyD88	MPC1	MPC1	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	FACD2	FACD2	22	22	22	1	25	0	0	0	0	0	-57.26	0.88	0.6	
MyD88	HUWE1	HUWE1	102	102	102	1	95	0	0	0	0	0	-187.88	1.07	0.6	
MyD88	HPS5	HPS5	2	2	2	1	3	0	0	0	0	0	-8.61	0.67	0.6	
MyD88	HPS6	HPS6	5	5	5	1	5	0	0	0	0	0	-11.32	1	0.6	
MyD88	PKP3	PKP3	4	4	4	1	8	0	0	0	0	0	-24.17	0.5	0.6	
MyD88	REXO4	REXO4	4	4	4	1	2	0.09	0.09	0.09	0.09	0.09	-2.27	2	0.25	
MyD88	HPS3	HPS3	1	1	1	1	2	0	0	0	0	0	-6.53	0.5	0.6	
MyD88	URGCP	URGCP	2	2	2	1	1	0.17	0.17	0.17	0.17	0.17	-1.58	2	0.14	
MyD88	DJC13	DJC13	50	50	50	1	59	0	0	0	0	0	-136.96	0.85	0.6	
MyD88	RL35A	RL35A	17	17	17	1	16	0	0	0	0	0	-32.69	1.06	0.57	
MyD88	LBR	LBR	4	4	4	1	10	0	0	0	0	0	-32.18	0.4	0.6	
MyD88	XPO2	XPO2	56	56	56	1	66	0	0	0	0	0	-152.99	0.85	0.6	
MyD88	RAN	RAN	10	10	10	1	13	0	0	0	0	0	-32.49	0.77	0.6	
MyD88	DJC11	DJC11	10	10	10	1	14	0	0	0	0	0	-36.22	0.71	0.6	
MyD88	VIGLN	VIGLN	15	15	15	1	3	1	1	1	1	1	7.59	5	0	
MyD88	DJC10	DJC10	14	14	14	1	7	0	0	0	0	0	-5.75	2	0.39	
MyD88	P3H1	P3H1	14	14	14	1	11	0	0	0	0	0	-19.46	1.27	0.53	
MyD88	ANR17	ANR17	2	2	2	1	4	0	0	0	0	0	-12.4	0.5	0.6	
MyD88	SMCE1	SMCE1	1	1	1	1	9	0	0	0	0	0	-35.8	0.11	0.6	
MyD88	ANR11	ANR11	3	3	3	1	25	0	0	0	0	0	-98.82	0.12	0.6	
MyD88	TMM11	TMM11	4	4	4	1	3	0	0	0	0	0	-5.73	1.33	0.37	
MyD88	IMP3	IMP3	2	2	2	1	5	0	0	0	0	0	-16.35	0.4	0.6	
MyD88	CARL1	CARL1	4	4	4	1	5	0	0	0	0	0	-12.76	0.8	0.6	
MyD88	CAF1A	CAF1A	12	12	12	1	3	0.99	0.99	0.99	0.99	0.99	4.37	4	0	
MyD88	IMP4	IMP4	2	2	2	1	3	0	0	0	0	0	-8.61	0.67	0.6	
MyD88	IFT56	IFT56	2	2	2	1	2	0	0	0	0	0	-5.1	1	0.6	
MyD88	ROA2	ROA2	11	11	11	1	6	0	0	0	0	0	-6.39	1.83	0.41	
MyD88	ROA3	ROA3	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	UBIP1	UBIP1	8	8	8	1	10	0	0	0	0	0	-24.68	0.8	0.6	
MyD88	ROA1	ROA1	14	14	14	1	3	1	1	1	1	1	6.55	4.67	0	
MyD88	LPP	LPP	24	24	24	1	4	1	1	1	1	1	14.73	6	0	
MyD88	IPRI	IPRI	12	12	12	1	15	0	0	0	0	0	-36.6	0.8	0.6	
MyD88	TFB1M	TFB1M	8	8	8	1	7	0	0	0	0	0	-14.02	1.14	0.49	
MyD88	KLH11	KLH11	1	1	1	1	2	0	0	0	0	0	-6.53	0.5	0.6	
MyD88	MPCP	MPCP	13	13	13	1	17	0	0	0	0	0	-42.36	0.76	0.6	
MyD88	STOM	STOM	9	9	9	1	7	0	0	0	0	0	-12.6	1.29	0.48	
MyD88	TCTP	TCTP	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	HS105	HS105	28	28	28	1	7	1	1	1	1	1	11.2	4	0	
MyD88	LG3BP	LG3BP	10	10	10	1	9	0	0	0	0	0	-18.17	1.11	0.52	
MyD88	NU133	NU133	17	17	17	1	17	0	0	0	0	0	-36.21	1	0.6	
MyD88	RBGP1	RBGP1	6	6	6	1	5	0	0	0	0	0	-9.88	1.2	0.45	
MyD88	YIPF5	YIPF5	2	2	2	1	2	0	0	0	0	0	-5.1	1	0.6	
MyD88	ELMO2	ELMO2	18	18	18	1	7	0.36	0.36	0.36	0.36	0.36	-0.6	2.57	0.11	
MyD88	NOA1	NOA1	3	3	3	1	1	0.44	0.44	0.44	0.44	0.44	-0.26	3	0.06	
MyD88	SNX2	SNX2	2	2	2	1	3	0	0	0	0	0	-8.61	0.67	0.6	
MyD88	SNX1	SNX1	9	9	9	1	4	0.09	0.09	0.09	0.09	0.09	-2.35	2.25	0.27	
MyD88	ABHEB	ABHEB	3	3	3	1	1	0.44	0.44	0.44	0.44	0.44	-0.26	3	0.06	
MyD88	BRE1B	BRE1B	13	13	13	1	13	0	0	0	0	0	-27.92	1	0.6	
MyD88	SNX6	SNX6	3	3	3	1	2	0.03	0.03	0.03	0.03	0.03	-3.65	1.5	0.3	
MyD88	SNX4	SNX4	3	3	3	1	0	0.99	0.99	0.99	0.99	0.99	4.99	30	0	
MyD88	SFR19	SFR19	5	5	5	1	5	0	0	0	0	0	-11.32	1	0.6	
MyD88	MOES	MOES	4	4	4	1	0	1	1	1	1	1	6.73	40	0	
MyD88	SNX9	SNX9	9	9	9	1	1	1	1	1	1	1	7.12	9	0	
MyD88	SNX8	SNX8	6	6	6	1	3	0.05	0.05	0.05	0.05	0.05	-2.97	2	0.28	
MyD88	CLP1L	CLP1L	7	7	7	1	9	0	0	0	0	0	-22.62	0.78	0.6	
MyD88	TEFM	TEFM	6	6	6	1	2	0.58	0.58	0.58	0.58	0.58	0.3	3	0.05	
MyD88	ALG5	ALG5	8	8	8	1	7	0	0	0	0	0	-14.02	1.14	0.49	
MyD88	DPOG1	DPOG1	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	ARI1A	ARI1A	3	3	3	1	5	0	0	0	0	0	-14.42	0.6	0.6	
MyD88	KAT7	KAT7	6	6	6	1	5	0	0	0	0	0	-9.88	1.2	0.45	
MyD88	MCTS1	MCTS1	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	UTRO	UTRO	6	6	6	1	5	0	0	0	0	0	-9.88	1.2	0.45	
MyD88	DERL1	DERL1	3	3	3	1	3	0	0	0	0	0	-7.18	1	0.6	
MyD88	DERL2	DERL2	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	STK24	STK24	4	4	4	1	1	0.72	0.72	0.72	0.72	0.72	0.95	4	0.03	
MyD88	SC65	SC65	6	6	6	1	4	0	0	0	0	0	-6.39	1.5	0.39	
MyD88	ASML	ASML	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	SYMC	SYMC	40	40	40	1	46	0	0	0	0	0	-105.36	0.87	0.6	
MyD88	CSK	CSK	9	9	9	1	0	1	1	1	1	1	14.79	90	0	
MyD88	TNPO3	TNPO3	23	23	23	1	20	0	0	0	0	0	-38.11	1.15	0.57	
MyD88	SQSTM	SQSTM	11	11	11	1	5	0.05	0.05	0.05	0.05	0.05	-3.04	2.2	0.29	
MyD88	SWP70	SWP70	4	4	4	1	0	1	1	1	1	1	6.73	40	0	
MyD88	SMYD3	SMYD3	9	9	9	1	4	0.09	0.09	0.09	0.09	0.09	-2.35	2.25	0.27	
MyD88	TELO2	TELO2	15	15	15	1	24	0	0	0	0	0	-65.4	0.62	0.6	
MyD88	RUS1	RUS1	2	2	2	1	1	0.17	0.17	0.17	0.17	0.17	-1.58	2	0.14	
MyD88	GNL3L	GNL3L	11	11	11	1	13	0	0	0	0	0	-30.88	0.85	0.6	
MyD88	IF5	IF5	8	8	8	1	2	0.93	0.93	0.93	0.93	0.93	2.66	4	0.02	
MyD88	IF6	IF6	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	INT13	INT13	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	HAT1	HAT1	13	13	13	1	7	0	0	0	0	0	-7.08	1.86	0.41	
MyD88	TIF1B	TIF1B	31	31	31	1	25	0	0	0	0	0	-44.2	1.24	0.58	
MyD88	CAPR1	CAPR1	9	9	9	1	2	0.98	0.98	0.98	0.98	0.98	3.77	4.5	0	
MyD88	CLPT1	CLPT1	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	SNX29	SNX29	2	2	2	1	1	0.17	0.17	0.17	0.17	0.17	-1.58	2	0.14	
MyD88	NEIL2	NEIL2	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	CLK3	CLK3	1	1	1	1	2	0	0	0	0	0	-6.53	0.5	0.6	
MyD88	STXB2	STXB2	5	5	5	1	0	1	1	1	1	1	8.41	50	0	
MyD88	SNX24	SNX24	4	4	4	1	3	0	0	0	0	0	-5.73	1.33	0.37	
MyD88	HDAC1	HDAC1	12	12	12	1	6	0.01	0.01	0.01	0.01	0.01	-5.05	2	0.37	
MyD88	HDAC3	HDAC3	3	3	3	1	0	0.99	0.99	0.99	0.99	0.99	4.99	30	0	
MyD88	HDAC2	HDAC2	4	4	4	1	4	0	0	0	0	0	-9.25	1	0.6	
MyD88	PI4KA	PI4KA	28	28	28	1	46	0	0	0	0	0	-126.11	0.61	0.6	
MyD88	HDAC6	HDAC6	1	1	1	1	2	0	0	0	0	0	-6.53	0.5	0.6	
MyD88	RFC5	RFC5	16	16	16	1	15	0	0	0	0	0	-30.62	1.07	0.56	
MyD88	RFC4	RFC4	9	9	9	1	10	0	0	0	0	0	-23.14	0.9	0.6	
MyD88	RFC1	RFC1	16	16	16	1	33	0	0	0	0	0	-98.86	0.48	0.6	
MyD88	AHI1	AHI1	7	7	7	1	8	0	0	0	0	0	-18.99	0.88	0.6	
MyD88	RFC3	RFC3	18	18	18	1	16	0	0	0	0	0	-31.25	1.12	0.56	
MyD88	RFC2	RFC2	15	15	15	1	15	0	0	0	0	0	-32.06	1	0.6	
MyD88	KIF14	KIF14	8	8	8	1	4	0.03	0.03	0.03	0.03	0.03	-3.66	2	0.33	
MyD88	KIF15	KIF15	5	5	5	1	0	1	1	1	1	1	8.41	50	0	
MyD88	K1468	K1468	4	4	4	1	3	0	0	0	0	0	-5.73	1.33	0.37	
MyD88	KIF11	KIF11	5	5	5	1	1	0.89	0.89	0.89	0.89	0.89	2.06	5	0.02	
MyD88	OXSR1	OXSR1	17	17	17	1	9	0	0	0	0	0	-8.47	1.89	0.44	
MyD88	CBX8	CBX8	4	4	4	1	3	0	0	0	0	0	-5.73	1.33	0.37	
MyD88	PANX1	PANX1	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	CBX5	CBX5	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	CBX3	CBX3	14	14	14	1	11	0	0	0	0	0	-19.46	1.27	0.53	
MyD88	TGFI1	TGFI1	6	6	6	1	5	0	0	0	0	0	-9.88	1.2	0.45	
MyD88	RPA43	RPA43	2	2	2	1	1	0.17	0.17	0.17	0.17	0.17	-1.58	2	0.14	
